pmtid,pmtx,pmty,pmtz
9634,-106.049995,-1025.15,-1810.0
9831,-530.25,-671.65,-1810.0
11053,530.24994,1307.95,-1810.0
9948,1520.7499,-530.25,-1810.0
4030,-1666.6659,-279.86606,-1763.7999
379,1618.4469,486.54868,-279.09998
7384,1636.9052,-420.28735,993.49994
9429,318.15,-1520.0499,-1810.0
6830,1278.013,-1105.795,1484.7
8509,600.24994,-35.35,1810.0
8420,884.44995,-176.75,1810.0
8412,318.15,-176.75,1810.0
8047,-36.05,-742.35,1810.0
9526,-318.15,-1237.25,-1810.0
9982,742.35,-459.54996,-1810.0
4926,-1075.7051,-1303.4412,279.09998
4431,-1513.7533,-751.4327,1339.6
3085,-1368.413,991.73883,-67.0
5605,-246.88145,-1671.8701,1417.7
1680,383.966,1645.8038,1551.7
5176,-782.97174,-1497.6832,-67.0
1002,1183.8594,1206.0585,491.19995
1379,721.3763,1528.305,-1696.7999
3393,-1571.322,622.131,67.0
4817,-1182.4319,-1207.458,-212.09999
4713,-1278.0146,-1105.7933,-357.2
4037,-1666.6659,-279.86606,-1272.6
10817,-1096.5499,883.74994,-1810.0
5355,-587.21313,-1584.702,1763.7999
8217,-460.24997,-459.54996,1810.0
4209,-1617.8702,-488.46265,67.0
4906,-1075.7051,-1303.4412,-1127.5
4116,-1652.6527,-353.32553,703.3
7937,812.3499,-954.44995,1810.0
3377,-1571.322,622.131,-1060.5
10585,812.3499,459.55,-1810.0
10853,-1308.6499,954.44995,-1810.0
6640,1132.3153,-1254.5764,-1127.5
4614,-1367.2394,-993.35626,-145.09999
10740,-672.35004,742.35,-1810.0
4066,-1666.6659,-279.86606,781.39996
5838,108.11054,-1686.5385,-145.09999
55,1688.5176,70.769844,-1551.7
10353,672.35,106.049995,-1810.0
3992,-1676.6738,-211.81259,-848.39996
1470,653.0575,1558.7225,1127.5
842,1323.1989,1051.3063,0.0
214,1665.9987,283.81094,-1127.5
4752,-1231.9576,-1156.8839,-1205.5999
8690,176.05,247.44998,1810.0
4416,-1513.7533,-751.4327,279.09998
7194,1570.5844,-623.9912,-1629.7999
10147,-600.25,-176.75,-1810.0
9469,-176.05,-1378.65,-1810.0
176,1676.9233,209.82874,-212.09999
1320,845.0003,1463.5828,1339.6
6328,782.96893,-1497.6848,-1551.7
1546,522.239,1607.2854,-703.3
11030,1096.5499,1237.2499,-1810.0
2930,-1231.9564,1156.8851,-212.09999
3773,-1684.0729,141.41614,1696.7999
7592,1684.0729,-141.41719,1272.6
8645,248.14998,176.75,1810.0
9463,-600.25,-1378.65,-1810.0
1814,178.64249,1680.5317,212.09999
5821,108.11054,-1686.5385,-1339.6
7767,-1096.5499,-1237.25,1810.0
4391,-1513.7533,-751.4327,-1484.7
1535,522.239,1607.2854,-1484.7
4515,-1444.5289,-877.17505,67.0
6694,1182.4304,-1207.4594,-915.39996
6862,1325.6824,-1048.1727,145.09999
8305,-742.35,-318.15,1810.0
1353,782.97046,1497.684,67.0
9058,1024.45,813.0499,1810.0
6464,907.2344,-1425.8422,848.39996
5173,-782.97174,-1497.6832,-279.09998
6436,907.2344,-1425.8422,-1127.5
7307,1617.8695,-488.46497,-848.39996
4675,-1325.684,-1048.1708,569.3
3040,-1323.1981,1051.3071,357.2
6125,522.2374,-1607.286,-1484.7
8137,176.05,-600.95,1810.0
3771,-1684.0729,141.41614,1551.7
5066,-907.2364,-1425.8408,-636.3
10807,1096.5499,813.0499,-1810.0
8882,812.3499,530.24994,1810.0
8360,-106.049995,-247.44998,1810.0
1172,1021.7727,1346.1354,1696.7999
9117,-460.24997,954.44995,1810.0
7965,36.05,-883.75,1810.0
5725,-33.39404,-1689.67,-915.39996
8898,-1166.5499,600.94995,1810.0
3305,-1514.641,749.6418,1060.5
9957,-1024.4501,-459.54996,-1810.0
8761,-1308.6499,388.85,1810.0
3710,-1676.9232,209.82979,848.39996
5588,-246.88145,-1671.8701,212.09999
8257,-884.45,-388.84998,1810.0
4522,-1444.5289,-877.17505,569.3
3564,-1636.9054,420.28632,1339.6
4829,-1182.4319,-1207.458,636.3
6776,1231.9563,-1156.8854,1272.6
4965,-1021.77374,-1346.1346,-569.3
9285,-884.45,1307.95,1810.0
11008,-460.24997,1237.2499,-1810.0
8184,388.15,-530.25,1810.0
10055,-600.25,-318.15,-1810.0
5904,176.65134,-1680.7422,915.39996
10537,672.35,388.85,-1810.0
542,1543.8918,687.3848,424.19998
5861,108.11054,-1686.5385,1484.7
5857,108.11054,-1686.5385,1205.5999
3784,-1688.5176,70.770676,-1127.5
4069,-1666.6659,-279.86606,993.49994
10781,-742.35,813.0499,-1810.0
10340,-248.14998,106.049995,-1810.0
10542,1024.45,388.85,-1810.0
5950,246.87991,-1671.8702,569.3
1056,1129.3439,1257.252,703.3
8300,-1096.5499,-318.15,1810.0
8030,-1236.55,-742.35,1810.0
9799,248.14998,-742.35,-1810.0
6992,1444.5272,-877.1778,-1484.7
2170,-316.67383,1660.0656,145.09999
10895,-1024.4501,1025.1499,-1810.0
4584,-1407.6376,-935.2308,1339.6
10006,-812.35,-388.84998,-1810.0
9391,106.049995,1590.7499,1810.0
6495,964.50476,-1387.743,-569.3
2980,-1279.3215,1104.281,-279.09998
10063,-36.05,-318.15,-1810.0
6900,1367.2377,-993.35846,-781.39996
7100,1513.7524,-751.4344,-1060.5
7314,1617.8695,-488.46497,-357.2
10664,106.049995,600.94995,-1810.0
2306,-522.2382,1607.2856,-1060.5
2742,-1021.77203,1346.1359,915.39996
1429,653.0575,1558.7225,-1763.7999
7056,1481.92,-812.41187,-569.3
3490,-1618.4468,486.5492,-279.09998
6613,1075.7031,-1303.4426,569.3
6210,587.2109,-1584.7029,915.39996
189,1676.9233,209.82874,703.3
9255,-812.35,1237.2499,1810.0
6489,964.50476,-1387.743,-993.49994
5026,-964.50665,-1387.7416,145.09999
215,1665.9987,283.81094,-1060.5
6146,522.2374,-1607.286,0.0
5876,176.65134,-1680.7422,-1060.5
11067,-460.24997,1378.6499,-1810.0
498,1571.3223,622.13043,915.39996
9233,-36.05,1166.5499,1810.0
6584,1075.7031,-1303.4426,-1484.7
3927,-1688.4327,-72.76728,1763.7999
3926,-1688.4327,-72.76728,1696.7999
10393,248.14998,176.75,-1810.0
4951,-1021.77374,-1346.1346,-1551.7
5276,-656.746,-1557.1721,-212.09999
8515,1024.45,-35.35,1810.0
8922,530.24994,600.94995,1810.0
8781,106.049995,388.85,1810.0
5568,-246.88145,-1671.8701,-1205.5999
8512,812.3499,-35.35,1810.0
10879,530.24994,954.44995,-1810.0
8827,106.049995,459.55,1810.0
8914,-36.05,600.94995,1810.0
5572,-246.88145,-1671.8701,-915.39996
7849,-106.049995,-1095.85,1810.0
1722,316.67468,1660.0654,915.39996
2000,-104.11964,1686.7896,-1060.5
9028,-1096.5499,813.0499,1810.0
7739,-884.45,-1307.95,1810.0
5201,-782.97174,-1497.6832,1696.7999
5127,-843.26776,-1464.5817,67.0
4554,-1407.6376,-935.2308,-781.39996
5182,-782.97174,-1497.6832,357.2
7294,1617.8695,-488.46497,-1763.7999
6010,314.70807,-1660.4393,1205.5999
5804,33.391663,-1689.67,1060.5
1066,1129.3439,1257.252,1417.7
10165,672.35,-176.75,-1810.0
6243,656.7438,-1557.173,-357.2
7718,-388.14996,-1378.65,1810.0
4660,-1325.684,-1048.1708,-491.19995
8663,1520.7499,176.75,1810.0
3492,-1618.4468,486.5492,-145.09999
10220,1308.6499,-106.049995,-1810.0
9269,176.05,1237.2499,1810.0
6770,1231.9563,-1156.8854,848.39996
8873,176.05,530.24994,1810.0
6121,522.2374,-1607.286,-1763.7999
736,1407.637,935.23157,-279.09998
10208,460.25,-106.049995,-1810.0
2111,-246.87976,1671.8702,-424.19998
338,1636.9055,420.28583,424.19998
4176,-1636.9058,-420.28506,1339.6
4339,-1543.8921,-687.38434,-1551.7
6165,522.2374,-1607.286,1339.6
1142,1021.7727,1346.1354,-424.19998
7012,1444.5272,-877.1778,-67.0
10845,884.44995,883.74994,-1810.0
4756,-1231.9576,-1156.8839,-915.39996
7297,1617.8695,-488.46497,-1551.7
3652,-1665.9984,283.812,357.2
5390,-522.2397,-1607.2853,636.3
11028,954.44995,1237.2499,-1810.0
6635,1132.3153,-1254.5764,-1484.7
9691,1236.5499,-954.44995,-1810.0
4999,-964.50665,-1387.7416,-1763.7999
6761,1231.9563,-1156.8854,212.09999
1236,903.8581,1427.9847,-993.49994
6944,1407.6366,-935.23206,-1272.6
9956,-1096.5499,-459.54996,-1810.0
9052,600.24994,813.0499,1810.0
388,1618.4469,486.54868,357.2
3361,-1543.8914,687.3859,1417.7
3275,-1514.641,749.6418,-1060.5
4608,-1367.2394,-993.35626,-569.3
550,1543.8918,687.3848,993.49994
2761,-1077.2461,1302.1677,-1339.6
5597,-246.88145,-1671.8701,848.39996
4516,-1444.5289,-877.17505,145.09999
1690,316.67468,1660.0654,-1339.6
1550,522.239,1607.2854,-424.19998
9338,884.44995,1378.6499,1810.0
9083,-106.049995,883.74994,1810.0
1870,104.12029,1686.7896,569.3
8683,-318.15,247.44998,1810.0
4500,-1444.5289,-877.17505,-993.49994
5952,246.87991,-1671.8702,703.3
5327,-587.21313,-1584.702,-212.09999
5903,176.65134,-1680.7422,848.39996
5799,33.391663,-1689.67,703.3
7750,-106.049995,-1307.95,1810.0
7248,1596.6523,-553.89636,-1417.7
4479,-1481.9214,-812.4094,1127.5
5136,-843.26776,-1464.5817,703.3
5085,-907.2364,-1425.8408,703.3
4021,-1676.6738,-211.81259,1205.5999
5661,-176.6545,-1680.7418,1763.7999
5910,176.65134,-1680.7422,1339.6
4684,-1325.684,-1048.1708,1205.5999
4537,-1444.5289,-877.17505,1629.7999
2596,-844.9994,1463.5833,1417.7
3440,-1595.3369,557.6738,-212.09999
7364,1636.9052,-420.28735,-424.19998
9195,-248.14998,1095.85,1810.0
4974,-1021.77374,-1346.1346,67.0
4406,-1513.7533,-751.4327,-424.19998
7369,1636.9052,-420.28735,-67.0
5995,314.70807,-1660.4393,145.09999
7076,1481.92,-812.41187,848.39996
8939,-1378.65,671.64996,1810.0
5984,314.70807,-1660.4393,-636.3
5958,246.87991,-1671.8702,1127.5
10601,-1236.55,530.24994,-1810.0
7010,1444.5272,-877.1778,-212.09999
8194,1096.5499,-530.25,1810.0
3751,-1684.0729,141.41614,145.09999
10616,-176.05,530.24994,-1810.0
8729,-318.15,318.15,1810.0
8309,-460.24997,-318.15,1810.0
6077,454.4734,-1627.745,-1272.6
5279,-656.746,-1557.1721,0.0
9240,460.25,1166.5499,1810.0
8564,1096.5499,35.35,1810.0
3787,-1688.5176,70.770676,-915.39996
6192,587.2109,-1584.7029,-357.2
1095,1077.2467,1302.1671,-145.09999
4264,-1596.653,-553.89484,357.2
7532,1676.6737,-211.81454,636.3
3591,-1653.0693,351.3714,-357.2
8376,1024.45,-247.44998,1810.0
2159,-316.67383,1660.0656,-636.3
5442,-454.4757,-1627.7444,703.3
10909,-36.05,1025.1499,-1810.0
8735,106.049995,318.15,1810.0
9533,176.05,-1237.25,-1810.0
5252,-719.568,-1529.1572,1696.7999
2509,-782.9699,1497.6842,-1127.5
10298,106.049995,35.35,-1810.0
3083,-1368.413,991.73883,-212.09999
8053,388.15,-742.35,1810.0
2801,-1077.2461,1302.1677,1484.7
588,1514.6411,749.6414,67.0
1612,456.4008,1627.2057,357.2
10520,-530.25,388.85,-1810.0
5717,-33.39404,-1689.67,-1484.7
5468,-387.86063,-1644.8903,-1060.5
7709,742.35,-1449.35,1810.0
10981,-36.05,1166.5499,-1810.0
8905,-672.35004,600.94995,1810.0
1312,845.0003,1463.5828,781.39996
9876,-460.24997,-600.95,-1810.0
7092,1513.7524,-751.4344,-1629.7999
8534,-1024.4501,35.35,1810.0
1448,653.0575,1558.7225,-424.19998
3551,-1636.9054,420.28632,424.19998
6707,1182.4304,-1207.4594,0.0
4013,-1676.6738,-211.81259,636.3
8879,600.24994,530.24994,1810.0
5049,-964.50665,-1387.7416,1763.7999
8830,318.15,459.55,1810.0
1157,1021.7727,1346.1354,636.3
1924,35.393097,1689.6293,781.39996
8952,-460.24997,671.64996,1810.0
488,1571.3223,622.13043,212.09999
7952,-884.45,-883.75,1810.0
7660,36.05,-1590.75,1810.0
958,1231.957,1156.8844,993.49994
5602,-246.88145,-1671.8701,1205.5999
3696,-1676.9232,209.82979,-145.09999
4351,-1543.8921,-687.38434,-703.3
6794,1278.013,-1105.795,-1060.5
9608,672.35,-1095.85,-1810.0
10474,-530.25,318.15,-1810.0
7229,1570.5844,-623.9912,848.39996
1086,1077.2467,1302.1671,-781.39996
1652,383.966,1645.8038,-424.19998
3353,-1543.8914,687.3859,848.39996
6700,1182.4304,-1207.4594,-491.19995
3729,-1684.0729,141.41614,-1417.7
5519,-314.7104,-1660.439,-1060.5
5245,-719.568,-1529.1572,1205.5999
5088,-907.2364,-1425.8408,915.39996
4008,-1676.6738,-211.81259,279.09998
8123,-812.35,-600.95,1810.0
4314,-1570.5853,-623.98865,279.09998
9830,-600.25,-671.65,-1810.0
2026,-104.11964,1686.7896,781.39996
3306,-1514.641,749.6418,1127.5
6828,1278.013,-1105.795,1339.6
3235,-1479.9934,815.9164,-279.09998
4923,-1075.7051,-1303.4412,67.0
8891,1448.65,530.24994,1810.0
4679,-1325.684,-1048.1708,848.39996
8232,600.24994,-459.54996,1810.0
7968,248.14998,-883.75,1810.0
1570,522.239,1607.2854,993.49994
923,1231.957,1156.8844,-1484.7
4166,-1636.9058,-420.28506,636.3
6797,1278.013,-1105.795,-848.39996
10819,-954.44995,883.74994,-1810.0
407,1618.4469,486.54868,1696.7999
7084,1481.92,-812.41187,1417.7
397,1618.4469,486.54868,993.49994
7520,1676.6737,-211.81454,-212.09999
5462,-387.86063,-1644.8903,-1484.7
9050,460.25,813.0499,1810.0
5981,314.70807,-1660.4393,-848.39996
3796,-1688.5176,70.770676,-279.09998
1193,966.14777,1386.5996,-424.19998
7422,1652.6521,-353.3286,67.0
1290,845.0003,1463.5828,-781.39996
3088,-1368.413,991.73883,145.09999
3800,-1688.5176,70.770676,0.0
2979,-1279.3215,1104.281,-357.2
260,1653.0695,351.3707,-1484.7
6890,1367.2377,-993.35846,-1484.7
946,1231.957,1156.8844,145.09999
4807,-1182.4319,-1207.458,-915.39996
6806,1278.013,-1105.795,-212.09999
224,1665.9987,283.81094,-424.19998
4722,-1278.0146,-1105.7933,279.09998
5342,-587.21313,-1584.702,848.39996
6555,1021.7712,-1346.1366,67.0
1888,35.393097,1689.6293,-1763.7999
63,1688.5176,70.769844,-993.49994
5053,-907.2364,-1425.8408,-1551.7
6632,1132.3153,-1254.5764,-1696.7999
2181,-316.67383,1660.0656,915.39996
9742,-812.35,-813.05,-1810.0
5826,108.11054,-1686.5385,-993.49994
8506,388.15,-35.35,1810.0
9385,-318.15,1590.7499,1810.0
6725,1182.4304,-1207.4594,1272.6
8401,-460.24997,-176.75,1810.0
10130,1448.65,-247.44998,-1810.0
5241,-719.568,-1529.1572,915.39996
6069,387.85834,-1644.8909,1763.7999
9155,-460.24997,1025.1499,1810.0
8951,-530.25,671.64996,1810.0
8036,-812.35,-742.35,1810.0
3663,-1665.9984,283.812,1127.5
4943,-1075.7051,-1303.4412,1484.7
3621,-1653.0693,351.3714,1763.7999
3857,-1689.9988,2.0007894,424.19998
4152,-1636.9058,-420.28506,-357.2
404,1618.4469,486.54868,1484.7
3840,-1689.9988,2.0007894,-781.39996
6934,1367.2377,-993.35846,1629.7999
6435,907.2344,-1425.8422,-1205.5999
9400,36.05,-1661.45,-1810.0
2171,-316.67383,1660.0656,212.09999
4735,-1278.0146,-1105.7933,1205.5999
9710,-176.05,-883.75,-1810.0
6477,907.2344,-1425.8422,1763.7999
372,1618.4469,486.54868,-781.39996
3091,-1368.413,991.73883,357.2
10108,-106.049995,-247.44998,-1810.0
10720,954.44995,671.64996,-1810.0
1914,35.393097,1689.6293,67.0
7462,1666.6655,-279.868,-703.3
9157,-318.15,1025.1499,1810.0
4934,-1075.7051,-1303.4412,848.39996
11085,812.3499,1378.6499,-1810.0
6371,782.96893,-1497.6848,1484.7
11103,318.15,1449.35,-1810.0
4912,-1075.7051,-1303.4412,-703.3
2231,-383.96518,1645.804,848.39996
3176,-1445.5652,875.4664,-848.39996
3466,-1595.3369,557.6738,1629.7999
1715,316.67468,1660.0654,424.19998
2691,-966.147,1386.6001,915.39996
7852,106.049995,-1095.85,1810.0
4160,-1636.9058,-420.28506,212.09999
9318,-530.25,1378.6499,1810.0
5284,-656.746,-1557.1721,357.2
1979,-35.39244,1689.6294,1060.5
10519,-600.25,388.85,-1810.0
1938,35.393097,1689.6293,1763.7999
11122,106.049995,1520.0499,-1810.0
2270,-456.4,1627.2059,0.0
2049,-178.64142,1680.5319,-1205.5999
10926,1166.5499,1025.1499,-1810.0
5994,314.70807,-1660.4393,67.0
5574,-246.88145,-1671.8701,-781.39996
8569,1448.65,35.35,1810.0
9435,-812.35,-1449.35,-1810.0
6839,1325.6824,-1048.1727,-1484.7
9637,106.049995,-1025.15,-1810.0
3349,-1543.8914,687.3859,569.3
6668,1132.3153,-1254.5764,848.39996
6698,1182.4304,-1207.4594,-636.3
2329,-522.2382,1607.2856,569.3
9866,-1166.5499,-600.95,-1810.0
5623,-176.6545,-1680.7418,-915.39996
2497,-721.3757,1528.3053,1629.7999
6760,1231.9563,-1156.8854,145.09999
8702,1024.45,247.44998,1810.0
7828,884.44995,-1166.5499,1810.0
2540,-782.9699,1497.6842,1060.5
8920,388.15,600.94995,1810.0
1024,1129.3439,1257.252,-1551.7
2010,-104.11964,1686.7896,-357.2
5407,-454.4757,-1627.7444,-1763.7999
8095,318.15,-671.65,1810.0
8363,106.049995,-247.44998,1810.0
1501,589.08685,1584.0065,-279.09998
10449,954.44995,247.44998,-1810.0
5805,33.391663,-1689.67,1127.5
10630,812.3499,530.24994,-1810.0
8943,-1096.5499,671.64996,1810.0
9741,-884.45,-813.05,-1810.0
5378,-522.2397,-1607.2853,-212.09999
2748,-1021.77203,1346.1359,1339.6
8765,-1024.4501,388.85,1810.0
7986,-1378.65,-813.05,1810.0
4658,-1325.684,-1048.1708,-636.3
9947,1448.65,-530.25,-1810.0
9186,-884.45,1095.85,1810.0
1880,104.12029,1686.7896,1272.6
1909,35.393097,1689.6293,-279.09998
1907,35.393097,1689.6293,-424.19998
6681,1132.3153,-1254.5764,1763.7999
3224,-1479.9934,815.9164,-1060.5
413,1595.3373,557.6729,-1484.7
6865,1325.6824,-1048.1727,357.2
4162,-1636.9058,-420.28506,357.2
18,1689.9988,1.9999992,-569.3
1478,653.0575,1558.7225,1696.7999
4772,-1231.9576,-1156.8839,212.09999
8122,-884.45,-600.95,1810.0
3910,-1688.4327,-72.76728,569.3
394,1618.4469,486.54868,781.39996
6669,1132.3153,-1254.5764,915.39996
1695,316.67468,1660.0654,-993.49994
1640,383.966,1645.8038,-1272.6
8531,-1236.55,35.35,1810.0
10679,1166.5499,600.94995,-1810.0
6820,1278.013,-1105.795,781.39996
4099,-1652.6527,-353.32553,-491.19995
2515,-782.9699,1497.6842,-703.3
7219,1570.5844,-623.9912,145.09999
6675,1132.3153,-1254.5764,1339.6
2015,-104.11964,1686.7896,0.0
6218,587.2109,-1584.7029,1484.7
1289,845.0003,1463.5828,-848.39996
124,1684.073,141.41553,-279.09998
48,1689.9988,1.9999992,1551.7
8836,742.35,459.55,1810.0
6856,1325.6824,-1048.1727,-279.09998
2651,-903.8574,1427.9852,1696.7999
2814,-1129.343,1257.2527,-1205.5999
8748,1024.45,318.15,1810.0
8834,600.24994,459.55,1810.0
6484,964.50476,-1387.743,-1339.6
5132,-843.26776,-1464.5817,424.19998
8409,106.049995,-176.75,1810.0
5697,-108.112915,-1686.5383,703.3
7812,-248.14998,-1166.5499,1810.0
5798,33.391663,-1689.67,636.3
1358,782.97046,1497.684,424.19998
7784,106.049995,-1237.25,1810.0
5508,-387.86063,-1644.8903,1763.7999
3750,-1684.0729,141.41614,67.0
4996,-1021.77374,-1346.1346,1629.7999
3902,-1688.4327,-72.76728,0.0
4812,-1182.4319,-1207.458,-569.3
8511,742.35,-35.35,1810.0
1857,104.12029,1686.7896,-357.2
3640,-1665.9984,283.812,-491.19995
4471,-1481.9214,-812.4094,569.3
2902,-1183.8589,1206.059,1417.7
1278,845.0003,1463.5828,-1629.7999
7516,1676.6737,-211.81454,-491.19995
2501,-782.9699,1497.6842,-1696.7999
6098,454.4734,-1627.745,212.09999
7973,600.24994,-883.75,1810.0
6892,1367.2377,-993.35846,-1339.6
164,1676.9233,209.82874,-1060.5
5926,246.87991,-1671.8702,-1127.5
1894,35.393097,1689.6293,-1339.6
8111,1448.65,-671.65,1810.0
643,1479.9939,815.91565,357.2
11032,-954.44995,1307.95,-1810.0
2852,-1129.343,1257.2527,1484.7
3626,-1665.9984,283.812,-1484.7
2172,-316.67383,1660.0656,279.09998
9739,-1024.4501,-813.05,-1810.0
1299,845.0003,1463.5828,-145.09999
7040,1481.92,-812.41187,-1696.7999
203,1676.9233,209.82874,1696.7999
7228,1570.5844,-623.9912,781.39996
4246,-1596.653,-553.89484,-915.39996
1769,246.88042,1671.8702,636.3
2272,-456.4,1627.2059,145.09999
9410,176.05,-1590.75,-1810.0
902,1279.3217,1104.2808,636.3
512,1543.8918,687.3848,-1696.7999
2140,-246.87976,1671.8702,1629.7999
4482,-1481.9214,-812.4094,1339.6
1556,522.239,1607.2854,0.0
2924,-1231.9564,1156.8851,-636.3
9373,36.05,1520.0499,1810.0
8575,-1448.65,106.049995,1810.0
859,1323.1989,1051.3063,1205.5999
1513,589.08685,1584.0065,569.3
10081,1236.5499,-318.15,-1810.0
11052,460.25,1307.95,-1810.0
10505,-1590.75,388.85,-1810.0
7556,1684.0729,-141.41719,-1272.6
1744,246.88042,1671.8702,-1127.5
8159,-1378.65,-530.25,1810.0
5091,-907.2364,-1425.8408,1127.5
5059,-907.2364,-1425.8408,-1127.5
5710,-108.112915,-1686.5383,1629.7999
5164,-782.97174,-1497.6832,-915.39996
8921,460.25,600.94995,1810.0
6235,656.7438,-1557.173,-915.39996
9329,248.14998,1378.6499,1810.0
10676,954.44995,600.94995,-1810.0
9877,-388.14996,-600.95,-1810.0
605,1514.6411,749.6414,1272.6
1030,1129.3439,1257.252,-1127.5
9051,530.24994,813.0499,1810.0
6386,843.2657,-1464.5829,-1060.5
3491,-1618.4468,486.5492,-212.09999
8918,248.14998,600.94995,1810.0
10417,-1308.6499,247.44998,-1810.0
10128,1308.6499,-247.44998,-1810.0
8315,-36.05,-318.15,1810.0
8408,36.05,-176.75,1810.0
8909,-388.14996,600.94995,1810.0
8457,248.14998,-106.049995,1810.0
5794,33.391663,-1689.67,357.2
3454,-1595.3369,557.6738,781.39996
5202,-782.97174,-1497.6832,1763.7999
4278,-1596.653,-553.89484,1339.6
8794,1024.45,388.85,1810.0
4318,-1570.5853,-623.98865,569.3
4122,-1652.6527,-353.32553,1127.5
4348,-1543.8921,-687.38434,-915.39996
3288,-1514.641,749.6418,-145.09999
2949,-1231.9564,1156.8851,1127.5
10975,-460.24997,1166.5499,-1810.0
9918,-600.25,-530.25,-1810.0
10855,-1166.5499,954.44995,-1810.0
7610,1688.4326,-72.77006,-1060.5
7954,-742.35,-883.75,1810.0
10624,388.15,530.24994,-1810.0
3136,-1407.6366,935.2322,-67.0
5306,-587.21313,-1584.702,-1696.7999
10748,-106.049995,742.35,-1810.0
1465,653.0575,1558.7225,781.39996
10760,742.35,742.35,-1810.0
5106,-843.26776,-1464.5817,-1417.7
3174,-1445.5652,875.4664,-993.49994
8355,-460.24997,-247.44998,1810.0
4319,-1570.5853,-623.98865,636.3
9256,-742.35,1237.2499,1810.0
8332,1166.5499,-318.15,1810.0
2868,-1183.8589,1206.059,-993.49994
8044,-248.14998,-742.35,1810.0
10511,-1166.5499,388.85,-1810.0
687,1445.5656,875.4655,-145.09999
5878,176.65134,-1680.7422,-915.39996
5283,-656.746,-1557.1721,279.09998
2591,-844.9994,1463.5833,1060.5
10835,176.05,883.74994,-1810.0
5005,-964.50665,-1387.7416,-1339.6
1875,104.12029,1686.7896,915.39996
1070,1129.3439,1257.252,1696.7999
9892,672.35,-600.95,-1810.0
1965,-35.39244,1689.6294,67.0
4478,-1481.9214,-812.4094,1060.5
3600,-1653.0693,351.3714,279.09998
8001,-318.15,-813.05,1810.0
8609,954.44995,106.049995,1810.0
3053,-1323.1981,1051.3071,1272.6
992,1183.8594,1206.0585,-212.09999
396,1618.4469,486.54868,915.39996
5575,-246.88145,-1671.8701,-703.3
4581,-1407.6376,-935.2308,1127.5
2741,-1021.77203,1346.1359,848.39996
7814,-106.049995,-1166.5499,1810.0
9105,-1308.6499,954.44995,1810.0
8278,600.24994,-388.84998,1810.0
5401,-522.2397,-1607.2853,1417.7
5793,33.391663,-1689.67,279.09998
3290,-1514.641,749.6418,0.0
4672,-1325.684,-1048.1708,357.2
4280,-1596.653,-553.89484,1484.7
5897,176.65134,-1680.7422,424.19998
5096,-907.2364,-1425.8408,1484.7
4224,-1617.8702,-488.46265,1127.5
7500,1676.6737,-211.81454,-1629.7999
7351,1636.9052,-420.28735,-1339.6
10445,672.35,247.44998,-1810.0
3365,-1543.8914,687.3859,1696.7999
9408,36.05,-1590.75,-1810.0
4573,-1407.6376,-935.2308,569.3
130,1684.073,141.41553,145.09999
3223,-1479.9934,815.9164,-1127.5
1856,104.12029,1686.7896,-424.19998
6214,587.2109,-1584.7029,1205.5999
1826,178.64249,1680.5317,1060.5
6260,656.7438,-1557.173,848.39996
10795,248.14998,813.0499,-1810.0
3503,-1618.4468,486.5492,636.3
6816,1278.013,-1105.795,491.19995
7260,1596.6523,-553.89636,-569.3
4320,-1570.5853,-623.98865,703.3
7147,1543.8912,-687.3861,-1339.6
2921,-1231.9564,1156.8851,-848.39996
10032,1024.45,-388.84998,-1810.0
11098,-36.05,1449.35,-1810.0
784,1368.4135,991.7382,-491.19995
4552,-1407.6376,-935.2308,-915.39996
6400,843.2657,-1464.5829,-67.0
5637,-176.6545,-1680.7418,67.0
2114,-246.87976,1671.8702,-212.09999
9207,600.24994,1095.85,1810.0
8008,176.05,-813.05,1810.0
1748,246.88042,1671.8702,-848.39996
3837,-1689.9988,2.0007894,-993.49994
4721,-1278.0146,-1105.7933,212.09999
1791,178.64249,1680.5317,-1417.7
9541,742.35,-1237.25,-1810.0
3558,-1636.9054,420.28632,915.39996
2334,-522.2382,1607.2856,915.39996
4674,-1325.684,-1048.1708,491.19995
10098,-812.35,-247.44998,-1810.0
4657,-1325.684,-1048.1708,-703.3
3816,-1688.5176,70.770676,1127.5
6169,522.2374,-1607.286,1629.7999
1254,903.8581,1427.9847,279.09998
7730,460.25,-1378.65,1810.0
8954,-318.15,671.64996,1810.0
8313,-176.05,-318.15,1810.0
9075,-672.35004,883.74994,1810.0
357,1636.9055,420.28583,1763.7999
8994,-530.25,742.35,1810.0
2831,-1129.343,1257.2527,0.0
2938,-1231.9564,1156.8851,357.2
3157,-1407.6366,935.2322,1417.7
3613,-1653.0693,351.3714,1205.5999
3344,-1543.8914,687.3859,212.09999
3028,-1323.1981,1051.3071,-491.19995
4567,-1407.6376,-935.2308,145.09999
2518,-782.9699,1497.6842,-491.19995
3241,-1479.9934,815.9164,145.09999
9731,1308.6499,-883.75,-1810.0
3993,-1676.6738,-211.81259,-781.39996
2014,-104.11964,1686.7896,-67.0
5591,-246.88145,-1671.8701,424.19998
8249,-1448.65,-388.84998,1810.0
8469,1096.5499,-106.049995,1810.0
3187,-1445.5652,875.4664,-67.0
8301,-1024.4501,-318.15,1810.0
4880,-1132.3168,-1254.5751,636.3
9280,954.44995,1237.2499,1810.0
44,1689.9988,1.9999992,1272.6
