pmtid,pmtx,pmty,pmtz
698,1445.5656,875.4655,636.3
6274,719.56586,-1529.1582,-1763.7999
10429,-460.24997,247.44998,-1810.0
9794,-106.049995,-742.35,-1810.0
113,1684.073,141.41553,-1060.5
534,1543.8918,687.3848,-145.09999
8453,-36.05,-106.049995,1810.0
8911,-248.14998,600.94995,1810.0
1269,903.8581,1427.9847,1339.6
4846,-1132.3168,-1254.5751,-1763.7999
9738,-1096.5499,-813.05,-1810.0
86,1688.5176,70.769844,636.3
10911,106.049995,1025.1499,-1810.0
2593,-844.9994,1463.5833,1205.5999
1184,966.14777,1386.5996,-1060.5
1485,589.08685,1584.0065,-1417.7
8172,-460.24997,-530.25,1810.0
3629,-1665.9984,283.812,-1272.6
4647,-1325.684,-1048.1708,-1417.7
8678,-672.35004,247.44998,1810.0
10871,-36.05,954.44995,-1810.0
3701,-1676.9232,209.82979,212.09999
9458,812.3499,-1449.35,-1810.0
3412,-1571.322,622.131,1417.7
3309,-1514.641,749.6418,1339.6
1190,966.14777,1386.5996,-636.3
4155,-1636.9058,-420.28506,-145.09999
4688,-1325.684,-1048.1708,1484.7
7856,388.15,-1095.85,1810.0
3948,-1684.073,-141.41483,-357.2
8671,-1166.5499,247.44998,1810.0
3835,-1689.9988,2.0007894,-1127.5
7912,-954.44995,-954.44995,1810.0
5041,-964.50665,-1387.7416,1205.5999
708,1445.5656,875.4655,1339.6
6684,1182.4304,-1207.4594,-1629.7999
5150,-843.26776,-1464.5817,1696.7999
2599,-844.9994,1463.5833,1629.7999
1389,721.3763,1528.305,-993.49994
2871,-1183.8589,1206.059,-781.39996
4138,-1636.9058,-420.28506,-1339.6
1864,104.12029,1686.7896,145.09999
4090,-1652.6527,-353.32553,-1127.5
2012,-104.11964,1686.7896,-212.09999
10241,-530.25,-35.35,-1810.0
8916,106.049995,600.94995,1810.0
2776,-1077.2461,1302.1677,-279.09998
8167,-812.35,-530.25,1810.0
8736,176.05,318.15,1810.0
4697,-1278.0146,-1105.7933,-1484.7
475,1571.3223,622.13043,-703.3
2008,-104.11964,1686.7896,-491.19995
5503,-387.86063,-1644.8903,1417.7
2460,-721.3757,1528.3053,-993.49994
10368,-1520.7499,176.75,-1810.0
4600,-1367.2394,-993.35626,-1127.5
7935,672.35,-954.44995,1810.0
8753,1378.6499,318.15,1810.0
9305,530.24994,1307.95,1810.0
4062,-1666.6659,-279.86606,491.19995
10065,106.049995,-318.15,-1810.0
8734,36.05,318.15,1810.0
6861,1325.6824,-1048.1727,67.0
10040,1590.7499,-388.84998,-1810.0
3249,-1479.9934,815.9164,703.3
3107,-1368.413,991.73883,1484.7
6487,964.50476,-1387.743,-1127.5
4068,-1666.6659,-279.86606,915.39996
1733,316.67468,1660.0654,1696.7999
9395,388.15,1590.7499,1810.0
4374,-1543.8921,-687.38434,915.39996
8429,1520.7499,-176.75,1810.0
5892,176.65134,-1680.7422,67.0
1997,-104.11964,1686.7896,-1272.6
8983,-1308.6499,742.35,1810.0
5083,-907.2364,-1425.8408,569.3
10633,1024.45,530.24994,-1810.0
8468,1024.45,-106.049995,1810.0
369,1618.4469,486.54868,-993.49994
4017,-1676.6738,-211.81259,915.39996
9468,-248.14998,-1378.65,-1810.0
5323,-587.21313,-1584.702,-491.19995
4831,-1182.4319,-1207.458,781.39996
2933,-1231.9564,1156.8851,0.0
1529,589.08685,1584.0065,1696.7999
7789,460.25,-1237.25,1810.0
10316,1378.6499,35.35,-1810.0
7330,1617.8695,-488.46497,781.39996
10635,1166.5499,530.24994,-1810.0
6290,719.56586,-1529.1582,-636.3
6282,719.56586,-1529.1582,-1205.5999
4908,-1075.7051,-1303.4412,-993.49994
8844,1308.6499,459.55,1810.0
6608,1075.7031,-1303.4426,212.09999
172,1676.9233,209.82874,-491.19995
3192,-1445.5652,875.4664,279.09998
7485,1666.6655,-279.868,915.39996
4167,-1636.9058,-420.28506,703.3
8789,672.35,388.85,1810.0
4833,-1182.4319,-1207.458,915.39996
5209,-719.568,-1529.1572,-1339.6
6740,1231.9563,-1156.8854,-1272.6
4052,-1666.6659,-279.86606,-212.09999
326,1636.9055,420.28583,-424.19998
7779,-248.14998,-1237.25,1810.0
10362,1308.6499,106.049995,-1810.0
7705,460.25,-1449.35,1810.0
9771,1236.5499,-813.05,-1810.0
10305,600.24994,35.35,-1810.0
6462,907.2344,-1425.8422,703.3
8324,600.24994,-318.15,1810.0
6796,1278.013,-1105.795,-915.39996
7244,1596.6523,-553.89636,-1696.7999
5611,-176.6545,-1680.7418,-1763.7999
1919,35.393097,1689.6293,424.19998
10408,1308.6499,176.75,-1810.0
3699,-1676.9232,209.82979,67.0
4726,-1278.0146,-1105.7933,569.3
2069,-178.64142,1680.5319,212.09999
10754,318.15,742.35,-1810.0
2022,-104.11964,1686.7896,491.19995
2508,-782.9699,1497.6842,-1205.5999
10331,-884.45,106.049995,-1810.0
10801,672.35,813.0499,-1810.0
6995,1444.5272,-877.1778,-1272.6
10688,-1308.6499,671.64996,-1810.0
8780,36.05,388.85,1810.0
8179,36.05,-530.25,1810.0
9446,-36.05,-1449.35,-1810.0
1882,104.12029,1686.7896,1417.7
7853,176.05,-1095.85,1810.0
7506,1676.6737,-211.81454,-1205.5999
1044,1129.3439,1257.252,-145.09999
4025,-1676.6738,-211.81259,1484.7
8115,-1378.65,-600.95,1810.0
1779,246.88042,1671.8702,1339.6
4814,-1182.4319,-1207.458,-424.19998
7223,1570.5844,-623.9912,424.19998
6430,907.2344,-1425.8422,-1551.7
7463,1666.6655,-279.868,-636.3
6654,1132.3153,-1254.5764,-145.09999
2100,-246.87976,1671.8702,-1205.5999
6346,782.96893,-1497.6848,-279.09998
1700,316.67468,1660.0654,-636.3
9032,-812.35,813.0499,1810.0
9955,-1166.5499,-459.54996,-1810.0
8810,-1096.5499,459.55,1810.0
8585,-742.35,106.049995,1810.0
7392,1636.9052,-420.28735,1551.7
6609,1075.7031,-1303.4426,279.09998
3634,-1665.9984,283.812,-915.39996
9374,106.049995,1520.0499,1810.0
3078,-1368.413,991.73883,-569.3
5498,-387.86063,-1644.8903,1060.5
10937,-672.35004,1095.85,-1810.0
6461,907.2344,-1425.8422,636.3
2866,-1183.8589,1206.059,-1127.5
10757,530.24994,742.35,-1810.0
10267,1308.6499,-35.35,-1810.0
9629,-460.24997,-1025.15,-1810.0
1164,1021.7727,1346.1354,1127.5
1618,456.4008,1627.2057,781.39996
3243,-1479.9934,815.9164,279.09998
9643,530.24994,-1025.15,-1810.0
7301,1617.8695,-488.46497,-1272.6
11023,600.24994,1237.2499,-1810.0
1790,178.64249,1680.5317,-1484.7
3086,-1368.413,991.73883,0.0
1723,316.67468,1660.0654,993.49994
9220,-954.44995,1166.5499,1810.0
9210,812.3499,1095.85,1810.0
1687,316.67468,1660.0654,-1551.7
10675,884.44995,600.94995,-1810.0
5146,-843.26776,-1464.5817,1417.7
1092,1077.2467,1302.1671,-357.2
7798,1096.5499,-1237.25,1810.0
7397,1652.6521,-353.3286,-1696.7999
9287,-742.35,1307.95,1810.0
8105,1024.45,-671.65,1810.0
7298,1617.8695,-488.46497,-1484.7
3441,-1595.3369,557.6738,-145.09999
5689,-108.112915,-1686.5383,145.09999
7719,-318.15,-1378.65,1810.0
10645,-1236.55,600.94995,-1810.0
7277,1596.6523,-553.89636,636.3
11024,672.35,1237.2499,-1810.0
331,1636.9055,420.28583,-67.0
981,1183.8594,1206.0585,-993.49994
8855,-1096.5499,530.24994,1810.0
5700,-108.112915,-1686.5383,915.39996
10714,530.24994,671.64996,-1810.0
2264,-456.4,1627.2059,-424.19998
9044,36.05,813.0499,1810.0
81,1688.5176,70.769844,279.09998
8760,-1378.65,388.85,1810.0
4235,-1596.653,-553.89484,-1696.7999
1116,1077.2467,1302.1671,1339.6
7988,-1236.55,-813.05,1810.0
2386,-589.08606,1584.0068,993.49994
3400,-1571.322,622.131,569.3
5480,-387.86063,-1644.8903,-212.09999
9021,1378.6499,742.35,1810.0
7191,1543.8912,-687.3861,1763.7999
863,1323.1989,1051.3063,1484.7
8347,-1024.4501,-247.44998,1810.0
7878,-672.35004,-1025.15,1810.0
3457,-1595.3369,557.6738,993.49994
476,1571.3223,622.13043,-636.3
5031,-964.50665,-1387.7416,491.19995
4875,-1132.3168,-1254.5751,279.09998
3924,-1688.4327,-72.76728,1551.7
3181,-1445.5652,875.4664,-491.19995
5730,-33.39404,-1689.67,-569.3
8081,-672.35004,-671.65,1810.0
3104,-1368.413,991.73883,1272.6
11020,388.15,1237.2499,-1810.0
4446,-1481.9214,-812.4094,-1205.5999
262,1653.0695,351.3707,-1339.6
10477,-318.15,318.15,-1810.0
8908,-460.24997,600.94995,1810.0
110,1684.073,141.41553,-1272.6
2110,-246.87976,1671.8702,-491.19995
5812,33.391663,-1689.67,1629.7999
3707,-1676.9232,209.82979,636.3
3747,-1684.0729,141.41614,-145.09999
7338,1617.8695,-488.46497,1339.6
2326,-522.2382,1607.2856,357.2
3184,-1445.5652,875.4664,-279.09998
6114,454.4734,-1627.745,1339.6
7889,106.049995,-1025.15,1810.0
6735,1231.9563,-1156.8854,-1629.7999
6148,522.2374,-1607.286,145.09999
10575,106.049995,459.55,-1810.0
2200,-383.96518,1645.804,-1339.6
10210,600.24994,-106.049995,-1810.0
3504,-1618.4468,486.5492,703.3
3121,-1407.6366,935.2322,-1127.5
5504,-387.86063,-1644.8903,1484.7
8340,-1520.7499,-247.44998,1810.0
7031,1444.5272,-877.1778,1272.6
6636,1132.3153,-1254.5764,-1417.7
3706,-1676.9232,209.82979,569.3
1602,456.4008,1627.2057,-357.2
9148,-954.44995,1025.1499,1810.0
3351,-1543.8914,687.3859,703.3
3731,-1684.0729,141.41614,-1272.6
453,1595.3373,557.6729,1339.6
2415,-653.05664,1558.7228,-569.3
6164,522.2374,-1607.286,1272.6
4434,-1513.7533,-751.4327,1551.7
4834,-1182.4319,-1207.458,993.49994
3856,-1689.9988,2.0007894,357.2
5644,-176.6545,-1680.7418,569.3
8153,1308.6499,-600.95,1810.0
7508,1676.6737,-211.81454,-1060.5
25,1689.9988,1.9999992,-67.0
7291,1596.6523,-553.89636,1629.7999
5110,-843.26776,-1464.5817,-1127.5
2434,-653.05664,1558.7228,781.39996
151,1684.073,141.41553,1629.7999
9591,-530.25,-1095.85,-1810.0
10225,-1660.75,-35.35,-1810.0
3829,-1689.9988,2.0007894,-1551.7
10294,-176.05,35.35,-1810.0
6822,1278.013,-1105.795,915.39996
9454,530.24994,-1449.35,-1810.0
2696,-966.147,1386.6001,1272.6
4654,-1325.684,-1048.1708,-915.39996
6391,843.2657,-1464.5829,-703.3
10076,884.44995,-318.15,-1810.0
336,1636.9055,420.28583,279.09998
5989,314.70807,-1660.4393,-279.09998
7521,1676.6737,-211.81454,-145.09999
10176,1448.65,-176.75,-1810.0
4966,-1021.77374,-1346.1346,-491.19995
89,1688.5176,70.769844,848.39996
8358,-248.14998,-247.44998,1810.0
578,1514.6411,749.6414,-636.3
8727,-460.24997,318.15,1810.0
7731,530.24994,-1378.65,1810.0
482,1571.3223,622.13043,-212.09999
3261,-1479.9934,815.9164,1551.7
6498,964.50476,-1387.743,-357.2
7924,-106.049995,-954.44995,1810.0
8852,-1308.6499,530.24994,1810.0
1911,35.393097,1689.6293,-145.09999
6184,587.2109,-1584.7029,-915.39996
406,1618.4469,486.54868,1629.7999
8482,-1308.6499,-35.35,1810.0
8144,672.35,-600.95,1810.0
1527,589.08685,1584.0065,1551.7
10106,-248.14998,-247.44998,-1810.0
2768,-1077.2461,1302.1677,-848.39996
4947,-1075.7051,-1303.4412,1763.7999
9527,-248.14998,-1237.25,-1810.0
9187,-812.35,1095.85,1810.0
9433,600.24994,-1520.0499,-1810.0
5074,-907.2364,-1425.8408,-67.0
1845,104.12029,1686.7896,-1205.5999
6527,964.50476,-1387.743,1696.7999
5537,-314.7104,-1660.439,212.09999
2309,-522.2382,1607.2856,-848.39996
1203,966.14777,1386.5996,279.09998
10024,460.25,-388.84998,-1810.0
5294,-656.746,-1557.1721,1060.5
8375,954.44995,-247.44998,1810.0
8430,1590.7499,-176.75,1810.0
10366,1590.7499,106.049995,-1810.0
3004,-1279.3215,1104.281,1417.7
10215,954.44995,-106.049995,-1810.0
9553,-742.35,-1166.5499,-1810.0
9907,-1378.65,-530.25,-1810.0
3197,-1445.5652,875.4664,636.3
4891,-1132.3168,-1254.5751,1417.7
196,1676.9233,209.82874,1205.5999
2764,-1077.2461,1302.1677,-1127.5
1821,178.64249,1680.5317,703.3
3090,-1368.413,991.73883,279.09998
5858,108.11054,-1686.5385,1272.6
11021,460.25,1237.2499,-1810.0
3227,-1479.9934,815.9164,-848.39996
10219,1236.5499,-106.049995,-1810.0
2550,-782.9699,1497.6842,1763.7999
3389,-1571.322,622.131,-212.09999
10277,-1378.65,35.35,-1810.0
9804,600.24994,-742.35,-1810.0
3080,-1368.413,991.73883,-424.19998
10973,-600.25,1166.5499,-1810.0
6528,964.50476,-1387.743,1763.7999
529,1543.8918,687.3848,-491.19995
5635,-176.6545,-1680.7418,-67.0
10270,1520.7499,-35.35,-1810.0
5571,-246.88145,-1671.8701,-993.49994
6544,1021.7712,-1346.1366,-703.3
9200,106.049995,1095.85,1810.0
7972,530.24994,-883.75,1810.0
5009,-964.50665,-1387.7416,-1060.5
392,1618.4469,486.54868,636.3
2905,-1183.8589,1206.059,1629.7999
8439,-1024.4501,-106.049995,1810.0
5959,246.87991,-1671.8702,1205.5999
2951,-1231.9564,1156.8851,1272.6
4262,-1596.653,-553.89484,212.09999
3479,-1618.4468,486.5492,-1060.5
4196,-1617.8702,-488.46265,-848.39996
1524,589.08685,1584.0065,1339.6
4806,-1182.4319,-1207.458,-993.49994
7568,1684.0729,-141.41719,-424.19998
1129,1021.7727,1346.1354,-1339.6
208,1665.9987,283.81094,-1551.7
6741,1231.9563,-1156.8854,-1205.5999
753,1407.637,935.23157,915.39996
785,1368.4135,991.7382,-424.19998
7678,106.049995,-1520.0499,1810.0
10789,-176.05,813.0499,-1810.0
9286,-812.35,1307.95,1810.0
7088,1481.92,-812.41187,1696.7999
4044,-1666.6659,-279.86606,-781.39996
5954,246.87991,-1671.8702,848.39996
4275,-1596.653,-553.89484,1127.5
10482,36.05,318.15,-1810.0
9849,742.35,-671.65,-1810.0
290,1653.0695,351.3707,636.3
4661,-1325.684,-1048.1708,-424.19998
9939,884.44995,-530.25,-1810.0
9214,1096.5499,1095.85,1810.0
9675,106.049995,-954.44995,-1810.0
2039,-104.11964,1686.7896,1696.7999
5034,-964.50665,-1387.7416,703.3
8752,1308.6499,318.15,1810.0
7255,1596.6523,-553.89636,-915.39996
6533,1021.7712,-1346.1366,-1484.7
5797,33.391663,-1689.67,569.3
10169,954.44995,-176.75,-1810.0
2620,-903.8574,1427.9852,-491.19995
8328,884.44995,-318.15,1810.0
8573,-1590.75,106.049995,1810.0
9457,742.35,-1449.35,-1810.0
10279,-1236.55,35.35,-1810.0
1141,1021.7727,1346.1354,-491.19995
7542,1676.6737,-211.81454,1339.6
263,1653.0695,351.3707,-1272.6
3521,-1636.9054,420.28632,-1696.7999
5020,-964.50665,-1387.7416,-279.09998
5392,-522.2397,-1607.2853,781.39996
7573,1684.0729,-141.41719,-67.0
6202,587.2109,-1584.7029,357.2
5412,-454.4757,-1627.7444,-1417.7
9359,600.24994,1449.35,1810.0
5331,-587.21313,-1584.702,67.0
381,1618.4469,486.54868,-145.09999
7619,1688.4326,-72.77006,-424.19998
1098,1077.2467,1302.1671,67.0
1317,845.0003,1463.5828,1127.5
10751,106.049995,742.35,-1810.0
9476,318.15,-1378.65,-1810.0
10898,-812.35,1025.1499,-1810.0
5963,246.87991,-1671.8702,1484.7
6133,522.2374,-1607.286,-915.39996
1146,1021.7727,1346.1354,-145.09999
10344,36.05,106.049995,-1810.0
4662,-1325.684,-1048.1708,-357.2
6663,1132.3153,-1254.5764,491.19995
10962,1096.5499,1095.85,-1810.0
3012,-1323.1981,1051.3071,-1629.7999
10983,106.049995,1166.5499,-1810.0
8417,672.35,-176.75,1810.0
6126,522.2374,-1607.286,-1417.7
6273,656.7438,-1557.173,1763.7999
3722,-1676.9232,209.82979,1696.7999
3074,-1368.413,991.73883,-848.39996
7004,1444.5272,-877.1778,-636.3
3006,-1279.3215,1104.281,1551.7
5792,33.391663,-1689.67,212.09999
7451,1666.6655,-279.868,-1484.7
9610,812.3499,-1095.85,-1810.0
3735,-1684.0729,141.41614,-993.49994
3658,-1665.9984,283.812,781.39996
1559,522.239,1607.2854,212.09999
7757,388.15,-1307.95,1810.0
921,1231.957,1156.8844,-1629.7999
5924,246.87991,-1671.8702,-1272.6
4294,-1570.5853,-623.98865,-1127.5
61,1688.5176,70.769844,-1127.5
1651,383.966,1645.8038,-491.19995
9002,36.05,742.35,1810.0
3222,-1479.9934,815.9164,-1205.5999
6948,1407.6366,-935.23206,-993.49994
7537,1676.6737,-211.81454,993.49994
6883,1325.6824,-1048.1727,1629.7999
9308,742.35,1307.95,1810.0
884,1279.3217,1104.2808,-636.3
3042,-1323.1981,1051.3071,491.19995
8750,1166.5499,318.15,1810.0
7380,1636.9052,-420.28735,703.3
5912,176.65134,-1680.7422,1484.7
7786,248.14998,-1237.25,1810.0
7815,-36.05,-1166.5499,1810.0
4111,-1652.6527,-353.32553,357.2
1918,35.393097,1689.6293,357.2
7688,-742.35,-1449.35,1810.0
282,1653.0695,351.3707,67.0
7621,1688.4326,-72.77006,-279.09998
9082,-176.05,883.74994,1810.0
8181,176.05,-530.25,1810.0
2439,-653.05664,1558.7228,1127.5
1366,782.97046,1497.684,993.49994
2084,-178.64142,1680.5319,1272.6
4879,-1132.3168,-1254.5751,569.3
4575,-1407.6376,-935.2308,703.3
3964,-1684.073,-141.41483,781.39996
4678,-1325.684,-1048.1708,781.39996
3277,-1514.641,749.6418,-915.39996
3116,-1407.6366,935.2322,-1484.7
5788,33.391663,-1689.67,-67.0
4071,-1666.6659,-279.86606,1127.5
8495,-388.14996,-35.35,1810.0
7409,1652.6521,-353.3286,-848.39996
146,1684.073,141.41553,1272.6
9767,954.44995,-813.05,-1810.0
7457,1666.6655,-279.868,-1060.5
4524,-1444.5289,-877.17505,703.3
10260,812.3499,-35.35,-1810.0
5518,-314.7104,-1660.439,-1127.5
10000,-1236.55,-388.84998,-1810.0
10867,-318.15,954.44995,-1810.0
451,1595.3373,557.6729,1205.5999
8116,-1308.6499,-600.95,1810.0
34,1689.9988,1.9999992,569.3
9555,-600.25,-1166.5499,-1810.0
6522,964.50476,-1387.743,1339.6
9279,884.44995,1237.2499,1810.0
629,1479.9939,815.91565,-636.3
8886,1096.5499,530.24994,1810.0
8189,742.35,-530.25,1810.0
552,1543.8918,687.3848,1127.5
8174,-318.15,-530.25,1810.0
5454,-454.4757,-1627.7444,1551.7
6120,454.4734,-1627.745,1763.7999
3617,-1653.0693,351.3714,1484.7
9452,388.15,-1449.35,-1810.0
5837,108.11054,-1686.5385,-212.09999
4714,-1278.0146,-1105.7933,-279.09998
4089,-1652.6527,-353.32553,-1205.5999
7809,-460.24997,-1166.5499,1810.0
4556,-1407.6376,-935.2308,-636.3
6737,1231.9563,-1156.8854,-1484.7
7557,1684.0729,-141.41719,-1205.5999
5421,-454.4757,-1627.7444,-781.39996
7599,1684.0729,-141.41719,1763.7999
2826,-1129.343,1257.2527,-357.2
9882,-36.05,-600.95,-1810.0
1523,589.08685,1584.0065,1272.6
6232,656.7438,-1557.173,-1127.5
5956,246.87991,-1671.8702,993.49994
3373,-1571.322,622.131,-1339.6
3680,-1676.9232,209.82979,-1272.6
3874,-1689.9988,2.0007894,1629.7999
9627,-600.25,-1025.15,-1810.0
6334,782.96893,-1497.6848,-1127.5
4087,-1652.6527,-353.32553,-1339.6
163,1676.9233,209.82874,-1127.5
6734,1231.9563,-1156.8854,-1696.7999
10564,-672.35004,459.55,-1810.0
6787,1278.013,-1105.795,-1551.7
8202,-1520.7499,-459.54996,1810.0
10007,-742.35,-388.84998,-1810.0
3906,-1688.4327,-72.76728,279.09998
8448,-388.14996,-106.049995,1810.0
8896,-1308.6499,600.94995,1810.0
2719,-1021.77203,1346.1359,-703.3
6808,1278.013,-1105.795,-67.0
8521,1448.65,-35.35,1810.0
9726,954.44995,-883.75,-1810.0
10481,-36.05,318.15,-1810.0
6058,387.85834,-1644.8909,993.49994
9506,460.25,-1307.95,-1810.0
1060,1129.3439,1257.252,993.49994
8667,-1448.65,247.44998,1810.0
4619,-1367.2394,-993.35626,212.09999
8556,530.24994,35.35,1810.0
4701,-1278.0146,-1105.7933,-1205.5999
4759,-1231.9576,-1156.8839,-703.3
3008,-1279.3215,1104.281,1696.7999
3175,-1445.5652,875.4664,-915.39996
3535,-1636.9054,420.28632,-703.3
4225,-1617.8702,-488.46265,1205.5999
742,1407.637,935.23157,145.09999
6807,1278.013,-1105.795,-145.09999
909,1279.3217,1104.2808,1127.5
1407,721.3763,1528.305,279.09998
6113,454.4734,-1627.745,1272.6
4621,-1367.2394,-993.35626,357.2
347,1636.9055,420.28583,1060.5
4251,-1596.653,-553.89484,-569.3
3316,-1543.8914,687.3859,-1763.7999
6283,719.56586,-1529.1582,-1127.5
10420,-1096.5499,247.44998,-1810.0
2418,-653.05664,1558.7228,-357.2
2619,-903.8574,1427.9852,-569.3
9138,1024.45,954.44995,1810.0
10142,-954.44995,-176.75,-1810.0
3079,-1368.413,991.73883,-491.19995
881,1279.3217,1104.2808,-848.39996
296,1653.0695,351.3707,1060.5
9273,460.25,1237.2499,1810.0
6940,1407.6366,-935.23206,-1551.7
7766,1024.45,-1307.95,1810.0
7339,1617.8695,-488.46497,1417.7
3334,-1543.8914,687.3859,-491.19995
5846,108.11054,-1686.5385,424.19998
1294,845.0003,1463.5828,-491.19995
2168,-316.67383,1660.0656,0.0
183,1676.9233,209.82874,279.09998
1978,-35.39244,1689.6294,993.49994
8497,-248.14998,-35.35,1810.0
5696,-108.112915,-1686.5383,636.3
4843,-1182.4319,-1207.458,1629.7999
5877,176.65134,-1680.7422,-993.49994
4334,-1570.5853,-623.98865,1696.7999
1170,1021.7727,1346.1354,1551.7
7368,1636.9052,-420.28735,-145.09999
2064,-178.64142,1680.5319,-145.09999
2760,-1077.2461,1302.1677,-1417.7
8957,-106.049995,671.64996,1810.0
9213,1024.45,1095.85,1810.0
7211,1570.5844,-623.9912,-424.19998
4709,-1278.0146,-1105.7933,-636.3
5114,-843.26776,-1464.5817,-848.39996
7160,1543.8912,-687.3861,-424.19998
5362,-522.2397,-1607.2853,-1339.6
2541,-782.9699,1497.6842,1127.5
7055,1481.92,-812.41187,-636.3
7265,1596.6523,-553.89636,-212.09999
3960,-1684.073,-141.41483,491.19995
9049,388.15,813.0499,1810.0
8806,-1378.65,459.55,1810.0
3052,-1323.1981,1051.3071,1205.5999
2739,-1021.77203,1346.1359,703.3
4488,-1481.9214,-812.4094,1763.7999
4736,-1278.0146,-1105.7933,1272.6
10080,1166.5499,-318.15,-1810.0
2274,-456.4,1627.2059,279.09998
10079,1096.5499,-318.15,-1810.0
829,1323.1989,1051.3063,-915.39996
6864,1325.6824,-1048.1727,279.09998
4933,-1075.7051,-1303.4412,781.39996
9101,1166.5499,883.74994,1810.0
5918,246.87991,-1671.8702,-1696.7999
2772,-1077.2461,1302.1677,-569.3
3401,-1571.322,622.131,636.3
9068,-1166.5499,883.74994,1810.0
1298,845.0003,1463.5828,-212.09999
2959,-1279.3215,1104.281,-1763.7999
511,1543.8918,687.3848,-1763.7999
9903,1448.65,-600.95,-1810.0
6431,907.2344,-1425.8422,-1484.7
7096,1513.7524,-751.4344,-1339.6
9695,-1236.55,-883.75,-1810.0
8927,884.44995,600.94995,1810.0
7118,1513.7524,-751.4344,212.09999
3877,-1688.4327,-72.76728,-1763.7999
10828,-318.15,883.74994,-1810.0
4747,-1231.9576,-1156.8839,-1551.7
1595,456.4008,1627.2057,-848.39996
7442,1652.6521,-353.3286,1484.7
3255,-1479.9934,815.9164,1127.5
7649,1688.4326,-72.77006,1696.7999
4124,-1652.6527,-353.32553,1272.6
918,1279.3217,1104.2808,1763.7999
2424,-653.05664,1558.7228,67.0
5601,-246.88145,-1671.8701,1127.5
10946,-36.05,1095.85,-1810.0
6137,522.2374,-1607.286,-636.3
9174,884.44995,1025.1499,1810.0
10458,1590.7499,247.44998,-1810.0
1021,1129.3439,1257.252,-1763.7999
1295,845.0003,1463.5828,-424.19998
11133,-318.15,1590.7499,-1810.0
2720,-1021.77203,1346.1359,-636.3
4204,-1617.8702,-488.46265,-279.09998
7978,954.44995,-883.75,1810.0
8269,-36.05,-388.84998,1810.0
5785,33.391663,-1689.67,-279.09998
7182,1543.8912,-687.3861,1127.5
1124,1021.7727,1346.1354,-1696.7999
595,1514.6411,749.6414,569.3
1746,246.88042,1671.8702,-993.49994
2839,-1129.343,1257.2527,569.3
1306,845.0003,1463.5828,357.2
6433,907.2344,-1425.8422,-1339.6
5928,246.87991,-1671.8702,-993.49994
7510,1676.6737,-211.81454,-915.39996
3607,-1653.0693,351.3714,781.39996
3415,-1571.322,622.131,1629.7999
4576,-1407.6376,-935.2308,781.39996
4163,-1636.9058,-420.28506,424.19998
6418,843.2657,-1464.5829,1205.5999
1200,966.14777,1386.5996,67.0
4132,-1636.9058,-420.28506,-1763.7999
3286,-1514.641,749.6418,-279.09998
6011,314.70807,-1660.4393,1272.6
3895,-1688.4327,-72.76728,-491.19995
9858,1378.6499,-671.65,-1810.0
2889,-1183.8589,1206.059,491.19995
1262,903.8581,1427.9847,848.39996
9540,672.35,-1237.25,-1810.0
1747,246.88042,1671.8702,-915.39996
1166,1021.7727,1346.1354,1272.6
11090,-600.25,1449.35,-1810.0
10716,672.35,671.64996,-1810.0
8025,1378.6499,-813.05,1810.0
2081,-178.64142,1680.5319,1060.5
9657,-1166.5499,-954.44995,-1810.0
11042,-248.14998,1307.95,-1810.0
5512,-314.7104,-1660.439,-1551.7
3343,-1543.8914,687.3859,145.09999
7998,-530.25,-813.05,1810.0
8285,1096.5499,-388.84998,1810.0
10993,812.3499,1166.5499,-1810.0
2318,-522.2382,1607.2856,-212.09999
720,1407.637,935.23157,-1417.7
896,1279.3217,1104.2808,212.09999
5533,-314.7104,-1660.439,-67.0
10958,812.3499,1095.85,-1810.0
7281,1596.6523,-553.89636,915.39996
2265,-456.4,1627.2059,-357.2
6612,1075.7031,-1303.4426,491.19995
5746,-33.39404,-1689.67,569.3
3035,-1323.1981,1051.3071,0.0
3135,-1407.6366,935.2322,-145.09999
6648,1132.3153,-1254.5764,-569.3
4459,-1481.9214,-812.4094,-279.09998
3996,-1676.6738,-211.81259,-569.3
6526,964.50476,-1387.743,1629.7999
6205,587.2109,-1584.7029,569.3
613,1479.9939,815.91565,-1763.7999
6071,454.4734,-1627.745,-1696.7999
10193,-600.25,-106.049995,-1810.0
2808,-1129.343,1257.2527,-1629.7999
9653,1236.5499,-1025.15,-1810.0
10312,1096.5499,35.35,-1810.0
4864,-1132.3168,-1254.5751,-491.19995
1367,782.97046,1497.684,1060.5
9500,36.05,-1307.95,-1810.0
10319,1590.7499,35.35,-1810.0
9360,672.35,1449.35,1810.0
9945,1308.6499,-530.25,-1810.0
8940,-1308.6499,671.64996,1810.0
3263,-1479.9934,815.9164,1696.7999
415,1595.3373,557.6729,-1339.6
9185,-954.44995,1095.85,1810.0
11093,-388.14996,1449.35,-1810.0
10380,-672.35004,176.75,-1810.0
3821,-1688.5176,70.770676,1484.7
10350,460.25,106.049995,-1810.0
8769,-742.35,388.85,1810.0
607,1514.6411,749.6414,1417.7
10012,-388.14996,-388.84998,-1810.0
746,1407.637,935.23157,424.19998
954,1231.957,1156.8844,703.3
5496,-387.86063,-1644.8903,915.39996
3260,-1479.9934,815.9164,1484.7
